           1  0.0000000E+00
           2  0.2947247    
           3  0.5687073    
           4  0.8066614    
           5   1.001420    
           6   1.153230    
           7   1.267121    
           8   1.350136    
           9   1.409383    
          10   1.451032    
          11   1.480000    
          12   1.500000    
          13   1.520000    
          14   1.540000    
          15   1.560000    
          16   1.580000    
          17   1.600000    
          18   1.620000    
          19   1.640000    
          20   1.660000    
          21   1.680000    
          22   1.700000    
          23   1.720000    
          24   1.740000    
          25   1.760000    
          26   1.780000    
          27   1.800000    
          28   1.820000    
          29   1.840000    
          30   1.860000    
          31   1.880000    
          32   1.900000    
          33   1.920000    
          34   1.940000    
          35   1.960000    
          36   1.980000    
          37   2.000000    
          38   2.020000    
          39   2.040000    
          40   2.060000    
          41   2.080000    
          42   2.100000    
          43   2.120000    
          44   2.140000    
          45   2.160000    
          46   2.180000    
          47   2.200000    
          48   2.220000    
          49   2.240000    
          50   2.260000    
          51   2.280000    
          52   2.300000    
          53   2.320000    
          54   2.340000    
          55   2.360000    
          56   2.380000    
          57   2.400000    
          58   2.420000    
          59   2.440000    
          60   2.460000    
          61   2.480000    
          62   2.500000    
          63   2.520000    
          64   2.540000    
          65   2.560000    
          66   2.580000    
          67   2.600000    
          68   2.620000    
          69   2.640000    
          70   2.660000    
          71   2.680000    
          72   2.700000    
          73   2.720000    
          74   2.740000    
          75   2.760000    
          76   2.780000    
          77   2.800000    
          78   2.820000    
          79   2.840000    
          80   2.860000    
          81   2.880000    
          82   2.900000    
          83   2.920000    
          84   2.940000    
          85   2.960000    
          86   2.980000    
          87   3.000000    
          88   3.020000    
          89   3.040000    
          90   3.060000    
          91   3.080000    
          92   3.100000    
          93   3.120000    
          94   3.140000    
          95   3.160000    
          96   3.180000    
          97   3.200000    
          98   3.220000    
          99   3.240000    
         100   3.260000    
         101   3.280000    
         102   3.300000    
         103   3.320000    
         104   3.340000    
         105   3.360000    
         106   3.380000    
         107   3.400000    
         108   3.420000    
         109   3.440000    
         110   3.460000    
         111   3.480000    
         112   3.500000    
         113   3.520000    
         114   3.544281    
         115   3.573664    
         116   3.609086    
         117   3.651587    
         118   3.702298    
         119   3.762402    
         120   3.833079    
         121   3.915420    
         122   4.010316    
         123   4.118331    
         124   4.239547    
         125   4.373435    
         126   4.518749    
         127   4.673497    
         128   4.834989    
         129   5.000000    
